accuracy,loss,val_accuracy,val_loss
0.037837836891412735,4.310647964477539,0.027027027681469917,4.066804885864258
0.036486487835645676,3.973315477371216,0.010810811072587967,3.989699363708496
0.036486487835645676,3.940685987472534,0.0324324332177639,3.975627899169922
0.03918918967247009,3.8891584873199463,0.037837836891412735,3.884708881378174
0.04054053872823715,3.8285582065582275,0.010810811072587967,3.93009352684021
0.04054053872823715,3.7718470096588135,0.027027027681469917,3.867534875869751
0.03918918967247009,3.739586114883423,0.037837836891412735,3.854046583175659
0.04054053872823715,3.711717367172241,0.037837836891412735,3.8481547832489014
0.037837836891412735,3.6564624309539795,0.027027027681469917,3.781134843826294
0.05810810625553131,3.5640130043029785,0.0324324332177639,3.6948893070220947
0.07702703028917313,3.444984197616577,0.037837836891412735,4.0171427726745605
0.09189189225435257,3.4102466106414795,0.08648648858070374,3.5605647563934326
0.08648648858070374,3.220174551010132,0.09189189225435257,3.2881338596343994
0.1297297328710556,3.024369955062866,0.0810810774564743,3.293276309967041
0.13513512909412384,2.9035797119140625,0.09189189225435257,3.4581050872802734
0.13378378748893738,2.8721718788146973,0.18918919563293457,2.8608851432800293
0.20270270109176636,2.6952810287475586,0.15675675868988037,2.8674821853637695
0.19864864647388458,2.5638487339019775,0.23243242502212524,2.7147300243377686
0.24594594538211823,2.411421060562134,0.18378378450870514,2.6226446628570557
0.2337837815284729,2.390547752380371,0.26486486196517944,2.5060431957244873
0.26081082224845886,2.273486375808716,0.23783783614635468,2.395054578781128
0.29729729890823364,2.2231662273406982,0.2594594657421112,2.3685965538024902
0.3081081211566925,2.1101510524749756,0.2918919026851654,2.209819793701172
0.295945942401886,2.037954807281494,0.21621622145175934,2.5879197120666504
0.3054054081439972,2.057460308074951,0.32972973585128784,2.2207350730895996
0.3081081211566925,2.014268398284912,0.3351351320743561,2.278779983520508
0.3567567467689514,1.8645161390304565,0.318918913602829,2.0710818767547607
0.36216217279434204,1.812639832496643,0.34594595432281494,2.1033377647399902
0.4054054021835327,1.7404754161834717,0.3567567467689514,1.9932448863983154
0.43918919563293457,1.6255810260772705,0.454054057598114,1.8001501560211182
0.4486486613750458,1.555548906326294,0.3729729652404785,1.9487426280975342
0.431081086397171,1.7732341289520264,0.39459457993507385,2.011995792388916
0.4216216206550598,1.7205897569656372,0.37837839126586914,1.8434408903121948
0.47297295928001404,1.555590033531189,0.2702702581882477,2.7541685104370117
0.40405404567718506,1.7942265272140503,0.4216216206550598,1.8744136095046997
0.5297297239303589,1.4262737035751343,0.4810810685157776,1.6406800746917725
0.5554053783416748,1.336163878440857,0.5081080794334412,1.6411104202270508
0.616216242313385,1.222963571548462,0.616216242313385,1.4631305932998657
0.6445946097373962,1.1034877300262451,0.6270270347595215,1.3395317792892456
0.7094594836235046,0.9802345633506775,0.6270270347595215,1.3136407136917114
0.6648648381233215,1.093613862991333,0.637837827205658,1.3995308876037598
0.6499999761581421,1.1146107912063599,0.616216242313385,1.3876924514770508
0.6864864826202393,1.0049811601638794,0.6270270347595215,1.2775542736053467
0.7581080794334412,0.8016331791877747,0.7135134935379028,1.1430294513702393
0.7864865064620972,0.6983489990234375,0.6864864826202393,1.1246649026870728
0.8040540814399719,0.6838184595108032,0.745945930480957,1.0862613916397095
0.8094594478607178,0.6390445232391357,0.7027027010917664,1.0609022378921509
0.8189189434051514,0.6027706861495972,0.7729730010032654,0.9142331480979919
0.8675675392150879,0.5053533315658569,0.7513513565063477,1.0047659873962402
0.8351351618766785,0.5548130869865417,0.8054053783416748,0.8278906941413879
